ticker,empresa,id,cuit,url_empresa
,RECARD S A,104664,30691479400,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30691479400
,REFI PAMPA S.A.,100271,30712156909,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30712156909
,RESILIENCIA SGR,100166,30716219859,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30716219859
,Ribeiro S.A.C.I.F.A. e I.,267,30525966859,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30525966859
,RIBOLDI S A,104398,30557902682,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30557902682
,RICARDO ALMAR E HIJOS SOCIEDAD ANONIMA,32104,30501863129,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30501863129
,RICARDO VENTURINO S.A.,102484,30698318895,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30698318895
,RIG AVALES SGR,102759,30716321149,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30716321149
,Rigolleau S.A.,183,30500526935,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30500526935
,Rizobacter Argentina S.A.,30252,30593174057,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30593174057
,ROAGRO NEGOCIOS S.A.,102812,30710674570,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30710674570
,ROCH S.A.,31126,30638375628,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30638375628
,Rogiro Aceros S.A.,30267,30554668115,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30554668115
,ROLCAR S.A.,105189,30707211942,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707211942
,Rombo Compañía Financiera S.A.,2681,33707124909,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33707124909
,ROWING SA,105026,30600725447,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30600725447
,RUSTICANA SACIFI,104061,30619044084,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30619044084
,RUTA 3 AUTOMOTORES S.A.,103916,30540127251,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30540127251
,S.A. Importadora y Exp. de La Patagonia,197,30506730038,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30506730038
,S.A. Miguel Campodónico Ltda,30141,33527801309,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33527801309
,S.A. Molinos Fenix,198,30527913493,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30527913493
,S.A. San Miguel A.G.I.C.I. y F.,3067,30511190238,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30511190238
,SAN ANTONIO OIL&GAS S. A. S.,106215,30717869628,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30717869628
,SAN ATANASIO ENERGIA S.A.,31982,30709697338,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709697338
,SAN BAUTISTA DEL SUR S.A.,100314,30715659340,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715659340
,SAN DIEGO SEMILLAS SA,104277,30709039020,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709039020
,SANATORIO CHACO S R L,105993,30545905791,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30545905791
,SAT FINANCIAL PLANNING S.A.,105128,30715360272,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715360272
,SCANIA CREDIT ARGENTINA S. A. U.,105621,30717023990,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30717023990
,SCC POWER SAN PEDRO S.A.,104062,30715207962,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715207962
,SEGUFER S.A.,32188,30678145366,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30678145366
,SEGURO AVAL S. G. R.,105206,30718315731,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30718315731
,SERVIPAIS SRL,32120,30688279867,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30688279867
,SES SA,104149,30647727545,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30647727545
,SHORTON ARGENTINA S R L,102697,30701518396,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30701518396
,SICOM S.A.,30301,30711075875,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30711075875
,SIDERSA SA,104345,30615368292,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30615368292
,SIERRAS DE MAZAN S.A.,32112,30653686222,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30653686222
,SILO CHICO S.A.,104483,30665193337,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30665193337
,SINER S A,104371,30697218056,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30697218056
,SION S.A.,30356,30690076043,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30690076043
,Sociedad Comercial del Plata S.A.,200,33526316989,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33526316989
,Sojas Argentinas S.R.L.,100042,30708580771,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708580771
,SOLIDUM SGR,31865,33708194919,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33708194919
,Southcross Logistics  S.A.,32300,30708361336,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708361336
,SPAZIOS INMUEBLES S.A.,105518,30715999141,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715999141
,SPECIAL GRAINS S A,102818,30600615889,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30600615889
,SUC DE GUSTAVO LAGERHEIM SA,104264,30510968413,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30510968413
,Sucursal de Citibank N.A. República Argentina,30568,30500005625,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30500005625
,SURCOS SOCIEDAD ANONIMA,31830,30589527115,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30589527115
,TALLERES METALURGICOS CRUCIANELLI SA,102456,30503423347,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30503423347
,TANGO ENERGY ARGENTINA S.A.,100183,30714814229,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714814229
,TANTAL ARGENTINA S.R.L.,32258,30536784183,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30536784183
,TARJETA NARANJA S.A.U.,953,30685376349,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30685376349
,Tarjetas del Mar S.A.,951,30681424721,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30681424721
,TECNOMYL SA,100222,30619257487,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30619257487
,TECNORED SA,104125,30709054615,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709054615
,TECNOVAX S.A.,104322,30708430001,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708430001
,TECPETROL S.A.,31973,30592665472,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30592665472
,Telecom Argentina S.A.,5029,30639453738,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30639453738
,TERMOELECTRICA SA,102858,30519527703,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30519527703
,TERNIUM ARGENTINA S.A.,32121,30516888241,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30516888241
,TERRAGENE S.A.,102454,30709585939,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709585939
,TISER S.R.L,32092,30710807333,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30710807333
,Tito Dovio S.A.,32007,30708523239,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708523239
,TOSTEX S.A.,106511,30708968648,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708968648
,Toyota Compañía Financiera de Argentina S.A.,30207,30709000426,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709000426
,TR ARGENTINA SOCIEDAD ANONIMA,104214,33711557879,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33711557879
,TRACE GROUP SOCIEDAD ANONIMA S. A.,104555,30710685696,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30710685696
,TRADIMEX S.A.I y C,32086,30538470895,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30538470895
,Transportadora de Gas del Norte S.A.,292,30657863056,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30657863056
,Transportadora de Gas del Sur S.A.,248,30657862068,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30657862068
,TRANSPORTE PEDUZZI S. A.,105369,30708492384,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708492384
,TRANSPORTES BOGDAN S.A.,106349,30715340964,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715340964
,TREFELT ARGENTINA S. A.,106228,30685076248,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30685076248
,TREND SGR,104216,30716644622,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30716644622
,Tresnal Agropecuaria S.A.,32001,33708830599,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33708830599
,TROPFEN S. A.,106400,30715426168,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715426168
,TROPICAL S.A.,32219,30712490728,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30712490728
,TUX S.A.,102726,30714347159,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714347159
,UALA BANK S. A. U.,105684,30715654632,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715654632
,UN TECHO PARA ARGENTINA ASOCIACION CIVIL,102578,30708357363,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708357363
,UNION SGR,31866,33715214569,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33715214569
,VALENTIN BIANCHI S A C I F,104233,30501678321,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30501678321
,VALERZA S.A.,85145,30714470775,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714470775
,VILLA NUEVA S.A.,32315,30557913463,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30557913463
,Villanueva e Hijos SA,31884,30710253273,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30710253273
,VINCULOS SGR,31867,30708602791,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708602791
,VISTA ENERGY ARGENTINA SAU,100156,33515950899,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33515950899
,VITALCAN S.A.,100102,30713322705,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30713322705
,Volkswagen Financial Services Compañía Financiera S.A.,32124,30682419578,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30682419578
,WETPAMPEAN HDRR SA,100409,33715363459,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33715363459
,XEITOSIÑO S.A.,102669,30714659339,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714659339
,YACOPINI MIRAI S.A.,104397,30715744941,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715744941
,YACOPINI SUD SA,105554,30709159182,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709159182
,YPF ENERGÍA ELÉCTRICA S.A.,32201,30714128309,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714128309
,YPF S.A.,31224,30546689979,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30546689979
,ZAFRA SA,104488,30592486268,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30592486268
,ZOFINGEN SOCIEDAD DE GARANTÍA RECÍPROCA,104911,30718350316,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30718350316
,ZONDA BITCOIN CAPITAL SOCIEDAD ANÓNIMA,113,33500525709,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33500525709
,ZUAMAR S.A.,102861,33712110959,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33712110959
